SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
310095,0,Cash loans,M,Y,Y,0,171000.0,1133748.0,33277.5,990000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-17987,-2536,-9640.0,-1435,14.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.05685305094853265,0.0005272652387098817,0.0052,0.0,0.9767,0.6804,0.0,0.0,0.1724,0.0,0.0417,0.0258,0.0042,0.0042,0.0,0.0,0.0053,0.0,0.9767,0.6929,0.0,0.0,0.1724,0.0,0.0417,0.0264,0.0046,0.0044,0.0,0.0,0.0052,0.0,0.9767,0.6847,0.0,0.0,0.1724,0.0,0.0417,0.0262,0.0043,0.0043,0.0,0.0,reg oper account,block of flats,0.0033,Wooden,No,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
216491,0,Cash loans,F,N,Y,2,81000.0,592560.0,35937.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-11072,-1269,-237.0,-2123,,1,1,0,1,1,0,Sales staff,4.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.4450341586938243,0.545876417606112,0.5513812618027899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1067.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
275699,0,Cash loans,F,N,N,3,225000.0,450000.0,22018.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010006,-13117,-2298,-2121.0,-5168,,1,1,0,1,0,0,Managers,5.0,2,1,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.8539027242788376,0.6800738293439564,0.1895952597360396,0.2392,0.3334,0.997,0.9592,0.11199999999999999,0.44,0.3793,0.1667,0.0417,0.2595,0.1925,0.3207,0.0116,0.0134,0.2437,0.34600000000000003,0.997,0.9608,0.113,0.4431,0.3793,0.1667,0.0417,0.2654,0.2103,0.3342,0.0117,0.0142,0.2415,0.3334,0.997,0.9597,0.1127,0.44,0.3793,0.1667,0.0417,0.264,0.1958,0.3265,0.0116,0.0137,reg oper account,block of flats,0.3164,Mixed,No,0.0,0.0,0.0,0.0,-1640.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
253110,0,Cash loans,F,N,Y,0,270000.0,1350000.0,88731.0,1350000.0,Family,Working,Higher education,Married,House / apartment,0.010006,-20716,-1327,-1068.0,-1080,,1,1,1,1,0,0,High skill tech staff,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Industry: type 9,,0.5540055875089355,0.4206109640437848,0.1113,0.049,0.9871,0.8232,0.0939,0.08,0.0345,0.3333,0.375,0.0414,0.0908,0.0953,,0.0032,0.1134,0.0508,0.9871,0.8301,0.0948,0.0806,0.0345,0.3333,0.375,0.0424,0.0992,0.0993,,0.0034,0.1124,0.049,0.9871,0.8256,0.0945,0.08,0.0345,0.3333,0.375,0.0422,0.0923,0.09699999999999999,,0.0033,reg oper account,block of flats,0.127,Panel,No,0.0,0.0,0.0,0.0,-582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
204502,0,Revolving loans,M,Y,Y,0,157500.0,585000.0,29250.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,Co-op apartment,0.0228,-19573,-4345,-8865.0,-3129,11.0,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Industry: type 11,,0.5761010180835332,0.8150073858059296,0.0722,0.0762,0.9866,0.8164,0.011000000000000001,0.0,0.2069,0.1667,0.2083,0.0689,0.0588,0.0645,0.0,0.0,0.0735,0.0791,0.9866,0.8236,0.0111,0.0,0.2069,0.1667,0.2083,0.0705,0.0643,0.0672,0.0,0.0,0.0729,0.0762,0.9866,0.8189,0.0111,0.0,0.2069,0.1667,0.2083,0.0701,0.0599,0.0657,0.0,0.0,reg oper account,block of flats,0.0594,Panel,No,0.0,0.0,0.0,0.0,-601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,3.0
164552,0,Cash loans,M,N,N,0,225000.0,1323000.0,42678.0,1323000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-19156,-1649,-6755.0,-2695,,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.663548745489714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-709.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108560,0,Revolving loans,F,N,Y,0,225000.0,1350000.0,67500.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.025164,-13609,-94,-125.0,-4560,,1,1,0,1,0,1,Managers,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Trade: type 7,,0.6636073267028327,0.5989262182569273,0.0165,0.0,0.9975,0.966,,0.0,0.0345,0.0417,0.0833,0.0274,0.0134,0.0675,0.0,0.0301,0.0168,0.0,0.9975,0.9673,,0.0,0.0345,0.0417,0.0833,0.027999999999999997,0.0147,0.0703,0.0,0.0319,0.0167,0.0,0.9975,0.9665,,0.0,0.0345,0.0417,0.0833,0.0279,0.0137,0.0687,0.0,0.0307,,terraced house,0.0596,Block,No,0.0,0.0,0.0,0.0,-235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
280534,0,Cash loans,F,N,N,0,225000.0,865953.0,32220.0,774000.0,Other_B,Working,Secondary / secondary special,Single / not married,With parents,0.01885,-11555,-410,-1853.0,-1857,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,,0.613064183809246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
333813,1,Cash loans,M,N,N,0,72000.0,142200.0,8293.5,112500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.019101,-21798,-6708,-6582.0,-4077,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,Industry: type 3,,0.7241527638954919,0.5100895276257282,0.1103,0.0,0.9742,,,0.0,0.069,0.1667,,0.0369,,0.0405,,0.0962,0.1124,0.0,0.9742,,,0.0,0.069,0.1667,,0.0378,,0.0422,,0.1018,0.1114,0.0,0.9742,,,0.0,0.069,0.1667,,0.0376,,0.0412,,0.0982,,block of flats,0.0528,"Stone, brick",No,4.0,2.0,4.0,2.0,-1601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
442838,0,Cash loans,M,Y,N,2,112500.0,590337.0,25141.5,477000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020246,-14946,-4304,-915.0,-908,2.0,1,1,0,1,0,0,Laborers,4.0,3,3,TUESDAY,9,0,0,0,0,0,0,Industry: type 9,,0.5035389058874891,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2061.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
289467,0,Cash loans,F,N,Y,0,135000.0,704844.0,28836.0,630000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008575,-9772,-879,-4074.0,-1974,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 2,0.3393332456035316,0.4970115272317903,0.7194907850918436,0.2541,0.1234,0.9886,0.8436,0.0506,0.2,0.1724,0.3333,0.375,0.11800000000000001,0.2072,0.1831,0.0058,0.0244,0.1218,0.0,0.9782,0.7125,0.0337,0.1208,0.1034,0.3333,0.375,0.0676,0.1065,0.158,0.0,0.0087,0.2566,0.1234,0.9886,0.8457,0.0509,0.2,0.1724,0.3333,0.375,0.1201,0.2108,0.1864,0.0058,0.0249,reg oper account,block of flats,0.2569,"Stone, brick",No,0.0,0.0,0.0,0.0,-862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
365163,0,Cash loans,F,N,Y,0,112500.0,943425.0,27585.0,787500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.007305,-21530,365243,-4506.0,-4502,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.6301996922232527,0.6397075677637197,0.1062,0.0958,0.9906,0.8708,0.0154,0.0,0.1724,0.2083,0.25,0.0402,0.0857,0.0936,0.0039,0.0088,0.1082,0.0994,0.9906,0.8759,0.0155,0.0,0.1724,0.2083,0.25,0.0412,0.0937,0.0975,0.0039,0.0093,0.1072,0.0958,0.9906,0.8725,0.0155,0.0,0.1724,0.2083,0.25,0.0409,0.0872,0.0953,0.0039,0.009000000000000001,reg oper account,block of flats,0.0839,"Stone, brick",No,1.0,0.0,1.0,0.0,-724.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0
206532,0,Cash loans,F,Y,Y,1,225000.0,1078200.0,31653.0,900000.0,Family,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.008625,-14813,-1118,-504.0,-4287,10.0,1,1,1,1,0,0,Sales staff,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,,0.4982907518716035,0.8106180215523969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2173.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
415955,0,Cash loans,F,N,Y,0,225000.0,973710.0,28597.5,697500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.032561,-20877,365243,-4711.0,-4391,,1,0,0,1,0,0,,2.0,1,1,THURSDAY,17,0,0,0,0,0,0,XNA,,0.7477712638879374,0.324891229465852,0.268,0.1947,0.9816,,,0.28,0.2414,0.3333,,0.2026,,0.2705,,0.0183,0.2731,0.2021,0.9816,,,0.282,0.2414,0.3333,,0.2073,,0.2819,,0.0194,0.2706,0.1947,0.9816,,,0.28,0.2414,0.3333,,0.2062,,0.2754,,0.0187,,block of flats,0.2168,Panel,No,1.0,0.0,1.0,0.0,-2102.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
295754,0,Cash loans,M,Y,N,0,90000.0,523597.5,22180.5,468000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.015221,-8873,-1574,-8866.0,-1545,13.0,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,11,0,0,0,0,1,1,Industry: type 9,,0.4657998024774978,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1474.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
347992,0,Cash loans,M,Y,Y,0,180000.0,778162.5,49860.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-18207,-3189,-12319.0,-1651,1.0,1,1,0,1,1,1,High skill tech staff,2.0,1,1,WEDNESDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.34243148078008057,0.5442347412142162,0.0928,0.1006,0.9767,0.6804,0.0136,0.0,0.2069,0.1667,0.2083,0.0545,0.0756,0.0875,0.0,0.0,0.0945,0.1044,0.9767,0.6929,0.0137,0.0,0.2069,0.1667,0.2083,0.0558,0.0826,0.0912,0.0,0.0,0.0937,0.1006,0.9767,0.6847,0.0137,0.0,0.2069,0.1667,0.2083,0.0555,0.077,0.0891,0.0,0.0,reg oper account,block of flats,0.0936,Panel,No,0.0,0.0,0.0,0.0,-2708.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
447061,0,Revolving loans,F,N,Y,0,202500.0,585000.0,29250.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.026392,-18342,-353,-2450.0,-1429,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.41160589851216905,0.3774042489507649,0.0701,0.0526,0.9861,,,0.0,0.0345,0.1667,,0.0503,,0.0466,,0.0345,0.0714,0.0546,0.9861,,,0.0,0.0345,0.1667,,0.0514,,0.0486,,0.0365,0.0708,0.0526,0.9861,,,0.0,0.0345,0.1667,,0.0511,,0.0475,,0.0352,,block of flats,0.0367,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
453323,0,Cash loans,F,N,N,1,112500.0,135000.0,10575.0,135000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.035792000000000004,-10540,-2427,-3232.0,-3193,,1,1,0,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.3762442362232787,0.5097809118613118,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-461.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0
392455,0,Revolving loans,M,Y,N,0,202500.0,270000.0,13500.0,270000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.0105,-18763,365243,-620.0,-2323,20.0,1,0,0,1,0,0,,1.0,3,3,TUESDAY,10,0,0,0,0,0,0,XNA,0.3616948089874494,0.5269875610130074,,0.0804,0.0545,0.996,0.9456,0.0197,0.06,0.0862,0.2708,0.3125,0.0261,0.0908,0.0604,0.0,0.0,0.0504,0.0471,0.996,0.9477,0.0198,0.0,0.069,0.2083,0.25,0.0065,0.0992,0.0352,0.0,0.0,0.0812,0.0545,0.996,0.9463,0.0198,0.06,0.0862,0.2708,0.3125,0.0266,0.0923,0.0614,0.0,0.0,org spec account,block of flats,0.0302,Panel,No,0.0,0.0,0.0,0.0,-611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
200540,0,Cash loans,M,Y,Y,0,180000.0,260640.0,28197.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004,-14391,-3462,-7413.0,-4045,12.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.3793111014220129,0.7214406788030853,0.7862666146611379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,0.0,-1901.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
258687,0,Cash loans,F,N,Y,0,166500.0,811809.0,29160.0,616500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-22237,365243,-4778.0,-4196,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.7103178570703124,0.7338145369642702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
359691,0,Cash loans,M,Y,N,2,135000.0,474048.0,17698.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276,-11808,-2235,-3062.0,-4197,7.0,1,1,0,1,0,0,High skill tech staff,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Other,0.2532785366755957,0.6990788699460896,0.3572932680336494,0.0165,0.0,0.9737,,,0.0,0.069,0.0417,,0.0088,,0.0104,,0.0,0.0168,0.0,0.9737,,,0.0,0.069,0.0417,,0.009000000000000001,,0.0108,,0.0,0.0167,0.0,0.9737,,,0.0,0.069,0.0417,,0.0089,,0.0106,,0.0,,block of flats,0.0131,"Stone, brick",No,3.0,0.0,3.0,0.0,-1575.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
405214,0,Cash loans,F,Y,Y,1,112500.0,273636.0,28170.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020246,-16837,-342,-4687.0,-263,20.0,1,1,0,1,0,0,Cooking staff,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,Restaurant,0.5146986908540714,0.26112606457952464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396081,0,Revolving loans,F,N,Y,0,157500.0,540000.0,27000.0,540000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010147,-21393,365243,-6167.0,-4847,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.5589008102499257,0.2707073872651806,0.0567,0.0763,0.9911,0.8776,0.0104,0.0,0.1034,0.1667,0.2083,0.017,0.0462,0.0388,0.0,0.0,0.0578,0.0792,0.9911,0.8824,0.0105,0.0,0.1034,0.1667,0.2083,0.0174,0.0505,0.0404,0.0,0.0,0.0573,0.0763,0.9911,0.8792,0.0105,0.0,0.1034,0.1667,0.2083,0.0173,0.047,0.0395,0.0,0.0,not specified,block of flats,0.0519,"Stone, brick",No,0.0,0.0,0.0,0.0,-775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,2.0
313047,0,Cash loans,F,N,Y,1,202500.0,545040.0,35617.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-11267,-1097,-957.0,-3301,,1,1,0,1,0,0,Private service staff,3.0,1,1,TUESDAY,14,0,0,0,0,0,0,Self-employed,,0.6194816021840208,,0.0322,0.0,0.9439,0.0,0.0,0.0,0.0517,0.0729,0.125,0.0256,0.0,0.0159,0.0,0.0005,0.0315,0.0,0.9151,0.0,0.0,0.0,0.0345,0.0,0.125,0.008,0.0,0.0,0.0,0.0,0.0312,0.0,0.9334,0.0,0.0,0.0,0.0345,0.0625,0.125,0.0113,0.0,0.0171,0.0,0.0,not specified,block of flats,0.0235,Others,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
441750,0,Cash loans,F,N,Y,0,54000.0,148365.0,11610.0,135000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-16235,-1808,-8099.0,-4536,,1,1,1,1,0,0,Cleaning staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Other,,0.5873593392989417,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-753.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
203983,0,Cash loans,F,Y,N,2,90000.0,284400.0,10849.5,225000.0,Children,Working,Secondary / secondary special,Civil marriage,With parents,0.035792000000000004,-10993,-2169,-5135.0,-2220,18.0,1,1,0,1,1,0,,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.3536186744153847,0.4405153639630677,0.3108182544189319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,3.0,-1746.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
293577,0,Cash loans,M,Y,Y,0,135000.0,269982.0,27792.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-19015,-3750,-1942.0,-2557,22.0,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,6,0,0,0,0,0,0,Self-employed,,0.6298275925675612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
255030,0,Revolving loans,F,N,Y,0,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-7838,-572,-7808.0,-492,,1,1,0,1,0,0,Accountants,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Industry: type 11,0.3551921773759673,0.3692281323732776,0.3672910183026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113398,0,Cash loans,F,Y,Y,0,202500.0,900000.0,48955.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-20375,-6655,-14527.0,-3820,9.0,1,1,0,1,0,1,Sales staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,,0.6173400871975401,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-127.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259280,0,Cash loans,F,Y,Y,0,94500.0,781695.0,22986.0,652500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00702,-19121,-4295,-10177.0,-2625,3.0,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,School,0.7432731526962191,0.6291696696690505,0.4614823912998385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2102.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
